#
#                              ======================
#                              | THE SUSYHIT OUTPUT |
#                              ======================
#
#
#              ------------------------------------------------------
#              |     This is the output of the SUSY-HIT package     |
#              |  created by A.Djouadi, M.Muehlleitner and M.Spira. |
#              |  In case of problems with SUSY-HIT email to        |
#              |           margarete.muehlleitner@kit.edu           |
#              |           michael.spira@psi.ch                     |
#              |           abdelhak.djouadi@cern.ch                 |
#              ------------------------------------------------------
#
#              ------------------------------------------------------
#              |  SUSY Les Houches Accord - MSSM Spectrum + Decays  |
#              |              based on the decay programs           |
#              |                                                    |
#              |                     SDECAY 1.5a                    |
#              |                                                    |
#              |  Authors: M.Muhlleitner, A.Djouadi and Y.Mambrini  |
#              |  Ref.:    Comput.Phys.Commun.168(2005)46           |
#              |           [hep-ph/0311167]                         |
#              |                                                    |
#              |                     HDECAY 3.4                     |
#              |                                                    |
#              |  By: A.Djouadi,J.Kalinowski,M.Muhlleitner,M.Spira  |
#              |  Ref.:    Comput.Phys.Commun.108(1998)56           |
#              |           [hep-ph/9704448]                         |
#              |                                                    |
#              |                                                    |
#              |  If not stated otherwise all DRbar couplings and   |
#              |  soft SUSY breaking masses are given at the scale  |
#              |  Q=  0.30007977E+04
#              |                                                    |
#              ------------------------------------------------------
#
#
BLOCK DCINFO  # Decay Program information
     1   SDECAY/HDECAY # decay calculator
     1.00731209E-01    2     1000022        22   # BR(~chi_20 -> ~chi_10 gam)
#           BR         NDA      ID1       ID2       ID3
     3.82101537E-04    3     1000022        -2         2   # BR(~chi_20 -> ~chi_10 ub      u)
     4.91806553E-04    3     1000022        -1         1   # BR(~chi_20 -> ~chi_10 db      d)
     3.75406529E-04    3     1000022        -4         4   # BR(~chi_20 -> ~chi_10 cb      c)
     4.91302771E-04    3     1000022        -3         3   # BR(~chi_20 -> ~chi_10 sb      s)
     2.60072400E-04    3     1000022        -5         5   # BR(~chi_20 -> ~chi_10 bb      b)
     7.12215959E-02    3     1000022       -11        11   # BR(~chi_20 -> ~chi_10 e+      e-)
     7.12555304E-02    3     1000022       -13        13   # BR(~chi_20 -> ~chi_10 mu+     mu-)
     6.30559051E-05    3     1000022       -15        15   # BR(~chi_20 -> ~chi_10 tau+    tau-)
     7.90071417E-02    3     1000022       -12        12   # BR(~chi_20 -> ~chi_10 nu_eb   nu_e)
     7.90071417E-02    3     1000022       -14        14   # BR(~chi_20 -> ~chi_10 nu_mub  nu_mu)
     1.11709762E-04    3     1000022       -16        16   # BR(~chi_20 -> ~chi_10 nu_taub nu_tau)
     1.33040652E-03    3     1000024        -2         1   # BR(~chi_20 -> ~chi_1+ ub      d)
     1.33040652E-03    3    -1000024        -1         2   # BR(~chi_20 -> ~chi_1- db      u)
     1.31309508E-03    3     1000024        -4         3   # BR(~chi_20 -> ~chi_1+ cb      s)
     1.31309508E-03    3    -1000024        -3         4   # BR(~chi_20 -> ~chi_1- sb      c)
     1.47698362E-01    3     1000024       -12        11   # BR(~chi_20 -> ~chi_1+ nu_eb   e-)
     1.47698362E-01    3    -1000024        12       -11   # BR(~chi_20 -> ~chi_1- nu_e    e+)
     1.47732858E-01    3     1000024       -14        13   # BR(~chi_20 -> ~chi_1+ nu_mub  mu-)
     1.47732858E-01    3    -1000024        14       -13   # BR(~chi_20 -> ~chi_1- nu_mu   mu+)
     2.26241707E-04    3     1000024       -16        15   # BR(~chi_20 -> ~chi_1+ nu_taub tau-)
     2.26241707E-04    3    -1000024        16       -15   # BR(~chi_20 -> ~chi_1- nu_tau  tau+)
#
#         PDG            Width
DECAY   1000025     9.70308787E+00   # neutralino3 decays
#          BR         NDA      ID1       ID2
     1.94768334E-01    2     1000022        23   # BR(~chi_30 -> ~chi_10   Z )
     2.61118436E-02    2     1000023        23   # BR(~chi_30 -> ~chi_20   Z )
     2.66643102E-01    2     1000024       -24   # BR(~chi_30 -> ~chi_1+   W-)
     2.66643102E-01    2    -1000024        24   # BR(~chi_30 -> ~chi_1-   W+)
     7.98981933E-02    2     1000022        25   # BR(~chi_30 -> ~chi_10   h )
     2.50769657E-03    2     1000022        35   # BR(~chi_30 -> ~chi_10   H )
     2.92231095E-02    2     1000022        36   # BR(~chi_30 -> ~chi_10   A )
     6.07417492E-02    2     1000023        25   # BR(~chi_30 -> ~chi_20   h )
     8.13137978E-03    2     1000023        35   # BR(~chi_30 -> ~chi_20   H )
     2.95991122E-04    2     1000023        36   # BR(~chi_30 -> ~chi_20   A )
     3.06602089E-02    2     1000024       -37   # BR(~chi_30 -> ~chi_1+   H-)
     3.06602089E-02    2    -1000024        37   # BR(~chi_30 -> ~chi_1-   H+)
     6.53900873E-05    2     1000011       -11   # BR(~chi_30 -> ~e_L-     e+)
     6.53900873E-05    2    -1000011        11   # BR(~chi_30 -> ~e_L+     e-)
     2.65115545E-04    2     2000011       -11   # BR(~chi_30 -> ~e_R-     e+)
     2.65115545E-04    2    -2000011        11   # BR(~chi_30 -> ~e_R+     e-)
     6.53900873E-05    2     1000013       -13   # BR(~chi_30 -> ~mu_L-    mu+)
     6.53900873E-05    2    -1000013        13   # BR(~chi_30 -> ~mu_L+    mu-)
     2.65115545E-04    2     2000013       -13   # BR(~chi_30 -> ~mu_R-    mu+)
     2.65115545E-04    2    -2000013        13   # BR(~chi_30 -> ~mu_R+    mu-)
     5.98264430E-04    2     1000012       -12   # BR(~chi_30 -> ~nu_eL    nu_eb)
     5.98264430E-04    2    -1000012        12   # BR(~chi_30 -> ~nu_eL*   nu_e )
     5.98264430E-04    2     1000014       -14   # BR(~chi_30 -> ~nu_muL   nu_mub)
     5.98264430E-04    2    -1000014        14   # BR(~chi_30 -> ~nu_muL*  nu_mu )
#
#         PDG            Width
DECAY   1000035     9.77480631E+00   # neutralino4 decays
#          BR         NDA      ID1       ID2
     7.86467069E-02    2     1000022        23   # BR(~chi_40 -> ~chi_10   Z )
     5.90265528E-02    2     1000023        23   # BR(~chi_40 -> ~chi_20   Z )
     2.65276538E-01    2     1000024       -24   # BR(~chi_40 -> ~chi_1+   W-)
     2.65276538E-01    2    -1000024        24   # BR(~chi_40 -> ~chi_1-   W+)
     1.97983902E-01    2     1000022        25   # BR(~chi_40 -> ~chi_10   h )
     2.90724612E-02    2     1000022        35   # BR(~chi_40 -> ~chi_10   H )
     2.52827498E-03    2     1000022        36   # BR(~chi_40 -> ~chi_10   A )
     2.61963528E-02    2     1000023        25   # BR(~chi_40 -> ~chi_20   h )
     3.03862487E-04    2     1000023        35   # BR(~chi_40 -> ~chi_20   H )
     8.14136777E-03    2     1000023        36   # BR(~chi_40 -> ~chi_20   A )
     3.08181983E-02    2     1000024       -37   # BR(~chi_40 -> ~chi_1+   H-)
     3.08181983E-02    2    -1000024        37   # BR(~chi_40 -> ~chi_1-   H+)
     4.05758275E-04    2     1000011       -11   # BR(~chi_40 -> ~e_L-     e+)
     4.05758275E-04    2    -1000011        11   # BR(~chi_40 -> ~e_L+     e-)
     1.14253762E-04    2     2000011       -11   # BR(~chi_40 -> ~e_R-     e+)
     1.14253762E-04    2    -2000011        11   # BR(~chi_40 -> ~e_R+     e-)
     4.05758275E-04    2     1000013       -13   # BR(~chi_40 -> ~mu_L-    mu+)
     4.05758275E-04    2    -1000013        13   # BR(~chi_40 -> ~mu_L+    mu-)
     1.14253762E-04    2     2000013       -13   # BR(~chi_40 -> ~mu_R-    mu+)
     1.14253762E-04    2    -2000013        13   # BR(~chi_40 -> ~mu_R+    mu-)
     9.57749583E-04    2     1000012       -12   # BR(~chi_40 -> ~nu_eL    nu_eb)
     9.57749583E-04    2    -1000012        12   # BR(~chi_40 -> ~nu_eL*   nu_e )
     9.57749583E-04    2     1000014       -14   # BR(~chi_40 -> ~nu_muL   nu_mub)
     9.57749583E-04    2    -1000014        14   # BR(~chi_40 -> ~nu_muL*  nu_mu )
#
#         PDG            Width
DECAY        25     4.82406841E-03   # h decays
#          BR         NDA      ID1       ID2
     6.67407275E-01    2           5        -5   # BR(h -> b       bb     )
     5.87853002E-02    2         -15        15   # BR(h -> tau+    tau-   )
     2.08054243E-04    2         -13        13   # BR(h -> mu+     mu-    )
     4.40316262E-04    2           3        -3   # BR(h -> s       sb     )
     1.75413488E-02    2           4        -4   # BR(h -> c       cb     )
     5.68994757E-02    2          21        21   # BR(h -> g       g      )
     1.95044129E-03    2          22        22   # BR(h -> gam     gam    )
     1.32166195E-03    2          22        23   # BR(h -> Z       gam    )
     1.73286008E-01    2          24       -24   # BR(h -> W+      W-     )
     2.21601181E-02    2          23        23   # BR(h -> Z       Z      )
#
#         PDG            Width
DECAY        35     3.07911688E+01   # H decays
#          BR         NDA      ID1       ID2
     8.34054404E-01    2           5        -5   # BR(H -> b       bb     )
     1.61423725E-01    2         -15        15   # BR(H -> tau+    tau-   )
     5.70636832E-04    2         -13        13   # BR(H -> mu+     mu-    )
     8.17644830E-04    2           3        -3   # BR(H -> s       sb     )
     6.95783725E-09    2           4        -4   # BR(H -> c       cb     )
     6.22489790E-04    2           6        -6   # BR(H -> t       tb     )
     1.00800253E-04    2          21        21   # BR(H -> g       g      )
     5.44319417E-08    2          22        22   # BR(H -> gam     gam    )
     4.11587100E-08    2          23        22   # BR(H -> Z       gam    )
     9.09424132E-06    2          24       -24   # BR(H -> W+      W-     )
     4.49751701E-06    2          23        23   # BR(H -> Z       Z      )
     1.48432079E-05    2          25        25   # BR(H -> h       h      )
    -1.39478845E-23    2          36        36   # BR(H -> A       A      )
     7.70305152E-20    2          23        36   # BR(H -> Z       A      )
     1.21323422E-03    2     1000024  -1000024   # BR(H -> ~chi_1+ ~chi_1-)
     6.05032121E-04    2     1000022   1000022   # BR(H -> ~chi_10 ~chi_10)
     4.88469518E-05    2     1000023   1000023   # BR(H -> ~chi_20 ~chi_20)
     5.11510932E-04    2     1000022   1000023   # BR(H -> ~chi_10 ~chi_20)
     2.39151864E-07    2     1000011  -1000011   # BR(H -> ~e_L-   ~e_L+  )
     1.47613474E-07    2     2000011  -2000011   # BR(H -> ~e_R-   ~e_R+  )
     2.39151864E-07    2     1000013  -1000013   # BR(H -> ~mu_L-  ~mu_L+ )
     1.47613474E-07    2     2000013  -2000013   # BR(H -> ~mu_R-  ~mu_R+ )
     7.88169062E-07    2     1000012  -1000012   # BR(H -> ~nu_eL  ~nu_eL*   )
     7.88169062E-07    2     1000014  -1000014   # BR(H -> ~nu_muL ~nu_muL*  )
     7.88169062E-07    2     1000016  -1000016   # BR(H -> ~nu_tauL ~nu_tauL*)
#
#         PDG            Width
DECAY        36     3.08145378E+01   # A decays
#          BR         NDA      ID1       ID2
     8.33494594E-01    2           5        -5   # BR(A -> b       bb     )
     1.61309441E-01    2         -15        15   # BR(A -> tau+    tau-   )
     5.70225658E-04    2         -13        13   # BR(A -> mu+     mu-    )
     8.17078579E-04    2           3        -3   # BR(A -> s       sb     )
     6.41042253E-09    2           4        -4   # BR(A -> c       cb     )
     6.25018433E-04    2           6        -6   # BR(A -> t       tb     )
     1.31275370E-04    2          21        21   # BR(A -> g       g      )
     4.39020655E-08    2          22        22   # BR(A -> gam     gam    )
     5.62716487E-08    2          23        22   # BR(A -> Z       gam    )
     8.77709451E-06    2          23        25   # BR(A -> Z       h      )
     1.75055953E-03    2     1000024  -1000024   # BR(A -> ~chi_1+ ~chi_1-)
     8.73043253E-04    2     1000022   1000022   # BR(A -> ~chi_10 ~chi_10)
     7.47078191E-05    2     1000023   1000023   # BR(A -> ~chi_20 ~chi_20)
     3.45172519E-04    2     1000022   1000023   # BR(A -> ~chi_10 ~chi_20)
#
#         PDG            Width
DECAY        37     2.49738446E+01   # H+ decays
#          BR         NDA      ID1       ID2
     1.29870182E-03    2           4        -5   # BR(H+ -> c       bb     )
     1.99795288E-01    2         -15        16   # BR(H+ -> tau+    nu_tau )
     7.06272327E-04    2         -13        14   # BR(H+ -> mu+     nu_mu  )
     8.31161392E-06    2           2        -5   # BR(H+ -> u       bb     )
     4.82198772E-05    2           2        -3   # BR(H+ -> u       sb     )
     9.91772420E-04    2           4        -3   # BR(H+ -> c       sb     )
     7.96073061E-01    2           6        -5   # BR(H+ -> t       bb     )
     1.10238580E-05    2          24        25   # BR(H+ -> W+      h      )
     4.25988615E-11    2          24        36   # BR(H+ -> W+      A      )
     1.52168200E-09    2     1000024   1000022   # BR(H+ -> ~chi_1+ ~chi_10)
     1.06511802E-03    2     1000024   1000023   # BR(H+ -> ~chi_1+ ~chi_20)
     1.11468546E-06    2    -1000011   1000012   # BR(H+ -> ~e_L+   ~nu_eL )
     1.11468546E-06    2    -1000013   1000014   # BR(H+ -> ~mu_L+  ~nu_muL)
